sym,sym href,slw,sl,svelte-eurwtr
IRT,https://stockanalysis.com/stocks/irt/,"Independence Realty Trust, Inc.",REIT - Residential,4.44B
IRTC,https://stockanalysis.com/stocks/irtc/,"iRhythm Technologies, Inc.",Medical Devices,2.21B
IRWD,https://stockanalysis.com/stocks/irwd/,"Ironwood Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,798.70M
ISDR,https://stockanalysis.com/stocks/isdr/,Issuer Direct Corporation,Software - Application,34.70M
ISPC,https://stockanalysis.com/stocks/ispc/,iSpecimen Inc.,Diagnostics & Research,4.51M
ISPO,https://stockanalysis.com/stocks/ispo/,Inspirato Incorporated,Travel Services,20.51M
ISPR,https://stockanalysis.com/stocks/ispr/,Ispire Technology Inc.,Tobacco,420.84M
ISRG,https://stockanalysis.com/stocks/isrg/,"Intuitive Surgical, Inc.",Medical Instruments & Supplies,173.21B
ISRL,https://stockanalysis.com/stocks/isrl/,Israel Acquisitions Corp,Shell Companies,142.36M
ISSC,https://stockanalysis.com/stocks/issc/,"Innovative Solutions and Support, Inc.",Aerospace & Defense,121.62M
ISTR,https://stockanalysis.com/stocks/istr/,Investar Holding Corporation,Banks - Regional,168.96M
IT,https://stockanalysis.com/stocks/it/,"Gartner, Inc.",Information Technology Services,37.08B
ITCI,https://stockanalysis.com/stocks/itci/,"Intra-Cellular Therapies, Inc.",Drug Manufacturers - Specialty & Generic,8.00B
ITGR,https://stockanalysis.com/stocks/itgr/,Integer Holdings Corporation,Medical Devices,4.12B
ITI,https://stockanalysis.com/stocks/iti/,"Iteris, Inc.",Communication Equipment,302.16M
ITIC,https://stockanalysis.com/stocks/itic/,Investors Title Company,Insurance - Specialty,416.19M
ITOS,https://stockanalysis.com/stocks/itos/,"iTeos Therapeutics, Inc.",Biotechnology,639.50M
ITP,https://stockanalysis.com/stocks/itp/,"IT Tech Packaging, Inc.",Paper & Paper Products,2.37M
ITRG,https://stockanalysis.com/stocks/itrg/,Integra Resources Corp.,Other Precious Metals & Mining,82.38M
ITRI,https://stockanalysis.com/stocks/itri/,"Itron, Inc.",Scientific & Technical Instruments,4.48B
ITRM,https://stockanalysis.com/stocks/itrm/,Iterum Therapeutics plc,Biotechnology,29.63M
ITRN,https://stockanalysis.com/stocks/itrn/,Ituran Location and Control Ltd.,Scientific & Technical Instruments,568.56M
ITT,https://stockanalysis.com/stocks/itt/,ITT Inc.,Specialty Industrial Machinery,11.06B
ITUB,https://stockanalysis.com/stocks/itub/,Itaú Unibanco Holding S.A.,Banks - Regional,61.90B
ITW,https://stockanalysis.com/stocks/itw/,Illinois Tool Works Inc.,Specialty Industrial Machinery,73.22B
IVA,https://stockanalysis.com/stocks/iva/,Inventiva S.A.,Biotechnology,134.34M
IVAC,https://stockanalysis.com/stocks/ivac/,"Intevac, Inc.",Specialty Industrial Machinery,98.04M
IVCA,https://stockanalysis.com/stocks/ivca/,Investcorp India Acquisition Corp,Shell Companies,185.99M
IVCB,https://stockanalysis.com/stocks/ivcb/,Investcorp Europe Acquisition Corp I,Shell Companies,205.86M
IVCP,https://stockanalysis.com/stocks/ivcp/,Swiftmerge Acquisition Corp.,Shell Companies,75.31M
IVDA,https://stockanalysis.com/stocks/ivda/,"Iveda Solutions, Inc.",Security & Protection Services,6.67M
IVP,https://stockanalysis.com/stocks/ivp/,"Inspire Veterinary Partners, Inc.",Personal Services,10.51M
IVR,https://stockanalysis.com/stocks/ivr/,Invesco Mortgage Capital Inc.,REIT - Mortgage,475.83M
IVT,https://stockanalysis.com/stocks/ivt/,InvenTrust Properties Corp.,REIT - Retail,1.92B
IVVD,https://stockanalysis.com/stocks/ivvd/,"Invivyd, Inc.",Biotechnology,104.87M
IVZ,https://stockanalysis.com/stocks/ivz/,Invesco Ltd.,Asset Management,7.54B
IX,https://stockanalysis.com/stocks/ix/,ORIX Corporation,Financial Conglomerates,27.60B
IXAQ,https://stockanalysis.com/stocks/ixaq/,IX Acquisition Corp.,Shell Companies,98.60M
IXHL,https://stockanalysis.com/stocks/ixhl/,Incannex Healthcare Inc.,Drug Manufacturers - Specialty & Generic,29.84M
IZEA,https://stockanalysis.com/stocks/izea/,"IZEA Worldwide, Inc.",Internet Content & Information,37.01M
IZM,https://stockanalysis.com/stocks/izm/,ICZOOM Group Inc.,Electronics & Computer Distribution,22.40M
J,https://stockanalysis.com/stocks/j/,Jacobs Solutions Inc.,Engineering & Construction,18.44B
JACK,https://stockanalysis.com/stocks/jack/,Jack in the Box Inc.,Restaurants,998.38M
JAGX,https://stockanalysis.com/stocks/jagx/,"Jaguar Health, Inc.",Biotechnology,10.72M
JAKK,https://stockanalysis.com/stocks/jakk/,"JAKKS Pacific, Inc.",Leisure,254.28M
JAMF,https://stockanalysis.com/stocks/jamf/,Jamf Holding Corp.,Software - Application,2.35B
JANX,https://stockanalysis.com/stocks/janx/,"Janux Therapeutics, Inc.",Biotechnology,2.34B
JAZZ,https://stockanalysis.com/stocks/jazz/,Jazz Pharmaceuticals plc,Biotechnology,7.06B
JBGS,https://stockanalysis.com/stocks/jbgs/,JBG SMITH Properties,REIT - Office,1.49B
JBHT,https://stockanalysis.com/stocks/jbht/,"J.B. Hunt Transport Services, Inc.",Integrated Freight & Logistics,17.90B
JBI,https://stockanalysis.com/stocks/jbi/,"Janus International Group, Inc.",Building Products & Equipment,1.61B
JBL,https://stockanalysis.com/stocks/jbl/,Jabil Inc.,Electronic Components,12.32B
JBLU,https://stockanalysis.com/stocks/jblu/,JetBlue Airways Corporation,Airlines,1.65B
JBSS,https://stockanalysis.com/stocks/jbss/,"John B. Sanfilippo & Son, Inc.",Packaged Foods,1.17B
JBT,https://stockanalysis.com/stocks/jbt/,John Bean Technologies Corporation,Specialty Industrial Machinery,2.82B
JCI,https://stockanalysis.com/stocks/jci/,Johnson Controls International plc,Building Products & Equipment,47.13B
JCSE,https://stockanalysis.com/stocks/jcse/,JE Cleantech Holdings Limited,Specialty Industrial Machinery,5.33M
JCTCF,https://stockanalysis.com/stocks/jctcf/,Jewett-Cameron Trading Company Ltd.,Lumber & Wood Production,14.97M
JD,https://stockanalysis.com/stocks/jd/,"JD.com, Inc.",Internet Retail,39.56B
JDZG,https://stockanalysis.com/stocks/jdzg/,JIADE Limited,Information Technology Services,13.81M
JEF,https://stockanalysis.com/stocks/jef/,Jefferies Financial Group Inc.,Capital Markets,11.81B
JELD,https://stockanalysis.com/stocks/jeld/,"JELD-WEN Holding, Inc.",Building Products & Equipment,1.18B
JEWL,https://stockanalysis.com/stocks/jewl/,Adamas One Corp.,Luxury Goods,11.55M
JFBR,https://stockanalysis.com/stocks/jfbr/,Jeffs' Brands Ltd,Internet Retail,1.88M
JFIN,https://stockanalysis.com/stocks/jfin/,Jiayin Group Inc.,Internet Content & Information,322.44M
JFU,https://stockanalysis.com/stocks/jfu/,9F Inc.,Information Technology Services,21.19M
JG,https://stockanalysis.com/stocks/jg/,Aurora Mobile Limited,Software - Infrastructure,21.54M
JHG,https://stockanalysis.com/stocks/jhg/,Janus Henderson Group plc,Asset Management,5.89B
JHX,https://stockanalysis.com/stocks/jhx/,James Hardie Industries plc,Building Materials,14.86B
JILL,https://stockanalysis.com/stocks/jill/,"J.Jill, Inc.",Apparel Retail,400.84M
JJSF,https://stockanalysis.com/stocks/jjsf/,J&J Snack Foods Corp.,Packaged Foods,3.37B
JKHY,https://stockanalysis.com/stocks/jkhy/,"Jack Henry & Associates, Inc.",Information Technology Services,12.06B
JKS,https://stockanalysis.com/stocks/jks/,"JinkoSolar Holding Co., Ltd.",Solar,1.03B
JL,https://stockanalysis.com/stocks/jl/,J-Long Group Limited,Apparel Manufacturing,10.10M
JLL,https://stockanalysis.com/stocks/jll/,Jones Lang LaSalle Incorporated,Real Estate Services,11.70B
JMIA,https://stockanalysis.com/stocks/jmia/,Jumia Technologies AG,Internet Retail,633.13M
JMSB,https://stockanalysis.com/stocks/jmsb/,"John Marshall Bancorp, Inc.",Banks - Regional,264.55M
JNJ,https://stockanalysis.com/stocks/jnj/,Johnson & Johnson,Drug Manufacturers - General,388.60B
JNPR,https://stockanalysis.com/stocks/jnpr/,"Juniper Networks, Inc.",Communication Equipment,12.84B
JNVR,https://stockanalysis.com/stocks/jnvr/,Janover Inc.,Software - Infrastructure,5.74M
JOB,https://stockanalysis.com/stocks/job/,GEE Group Inc.,Staffing & Employment Services,30.45M
JOBY,https://stockanalysis.com/stocks/joby/,"Joby Aviation, Inc.",Airports & Air Services,3.75B
JOE,https://stockanalysis.com/stocks/joe/,The St. Joe Company,Real Estate - Diversified,3.47B
JOUT,https://stockanalysis.com/stocks/jout/,Johnson Outdoors Inc.,Leisure,372.58M
JPM,https://stockanalysis.com/stocks/jpm/,JPMorgan Chase & Co.,Banks - Diversified,610.57B
JRSH,https://stockanalysis.com/stocks/jrsh/,"Jerash Holdings (US), Inc.",Apparel Manufacturing,35.16M
JRVR,https://stockanalysis.com/stocks/jrvr/,"James River Group Holdings, Ltd.",Insurance - Specialty,282.18M
JSPR,https://stockanalysis.com/stocks/jspr/,"Jasper Therapeutics, Inc.",Biotechnology,285.04M
JTAI,https://stockanalysis.com/stocks/jtai/,Jet.AI Inc.,Software - Application,4.65M
JUNE,https://stockanalysis.com/stocks/june/,Junee Limited,Engineering & Construction,57.10M
JVA,https://stockanalysis.com/stocks/jva/,"Coffee Holding Co., Inc.",Packaged Foods,12.96M
JVSA,https://stockanalysis.com/stocks/jvsa/,JVSPAC Acquisition Corp.,Shell Companies,78.63M
JWEL,https://stockanalysis.com/stocks/jwel/,Jowell Global Ltd.,Internet Retail,3.04M
JWN,https://stockanalysis.com/stocks/jwn/,"Nordstrom, Inc.",Department Stores,3.51B
JWSM,https://stockanalysis.com/stocks/jwsm/,Jaws Mustang Acquisition Corporation,Shell Companies,306.35M
JXJT,https://stockanalysis.com/stocks/jxjt/,JX Luxventure Limited,Apparel Manufacturing,11.34M
JXN,https://stockanalysis.com/stocks/jxn/,Jackson Financial Inc.,Insurance - Life,6.28B
JYD,https://stockanalysis.com/stocks/jyd/,Jayud Global Logistics Limited,Integrated Freight & Logistics,17.51M
JYNT,https://stockanalysis.com/stocks/jynt/,The Joint Corp.,Medical Care Facilities,169.46M
JZ,https://stockanalysis.com/stocks/jz/,Jianzhi Education Technology Group Company Limited,Education & Training Services,16.15M
JZXN,https://stockanalysis.com/stocks/jzxn/,"Jiuzi Holdings, Inc.",Auto & Truck Dealerships,25.19M
K,https://stockanalysis.com/stocks/k/,Kellanova,Packaged Foods,27.72B
KA,https://stockanalysis.com/stocks/ka/,"Kineta, Inc.",Biotechnology,8.44M
KACL,https://stockanalysis.com/stocks/kacl/,Kairous Acquisition Corp. Limited,Shell Companies,44.76M
KAI,https://stockanalysis.com/stocks/kai/,Kadant Inc.,Specialty Industrial Machinery,3.67B
KALA,https://stockanalysis.com/stocks/kala/,"KALA BIO, Inc.",Biotechnology,27.69M
KALU,https://stockanalysis.com/stocks/kalu/,Kaiser Aluminum Corporation,Aluminum,1.15B
KALV,https://stockanalysis.com/stocks/kalv/,"KalVista Pharmaceuticals, Inc.",Biotechnology,537.61M
KAR,https://stockanalysis.com/stocks/kar/,"OPENLANE, Inc.",Auto & Truck Dealerships,1.88B
KARO,https://stockanalysis.com/stocks/karo/,Karooooo Ltd.,Software - Application,1.19B
KAVL,https://stockanalysis.com/stocks/kavl/,"Kaival Brands Innovations Group, Inc.",Tobacco,3.32M
KB,https://stockanalysis.com/stocks/kb/,KB Financial Group Inc.,Banks - Regional,24.81B
KBDC,https://stockanalysis.com/stocks/kbdc/,"Kayne Anderson BDC, Inc.",-,1.14B
KBH,https://stockanalysis.com/stocks/kbh/,KB Home,Residential Construction,6.18B
KBR,https://stockanalysis.com/stocks/kbr/,"KBR, Inc.",Engineering & Construction,8.88B
KC,https://stockanalysis.com/stocks/kc/,Kingsoft Cloud Holdings Limited,Software - Application,576.00M
KD,https://stockanalysis.com/stocks/kd/,"Kyndryl Holdings, Inc.",Information Technology Services,5.43B
KDLY,https://stockanalysis.com/stocks/kdly/,"Kindly MD, Inc.",Medical Care Facilities,10.29M
KDP,https://stockanalysis.com/stocks/kdp/,Keurig Dr Pepper Inc.,Beverages - Non-Alcoholic,48.11B
KE,https://stockanalysis.com/stocks/ke/,"Kimball Electronics, Inc.",Electrical Equipment & Parts,454.86M
KELYA,https://stockanalysis.com/stocks/kelya/,"Kelly Services, Inc.",Staffing & Employment Services,728.44M
KELYB,https://stockanalysis.com/stocks/kelyb/,"Kelly Services, Inc.",Staffing & Employment Services,725.87M
KEN,https://stockanalysis.com/stocks/ken/,Kenon Holdings Ltd.,Utilities - Independent Power Producers,1.31B
KEP,https://stockanalysis.com/stocks/kep/,Korea Electric Power Corporation,Utilities - Regulated Electric,10.12B
KEQU,https://stockanalysis.com/stocks/kequ/,Kewaunee Scientific Corporation,"Furnishings, Fixtures & Appliances",148.80M
KEX,https://stockanalysis.com/stocks/kex/,Kirby Corporation,Marine Shipping,6.70B
KEY,https://stockanalysis.com/stocks/key/,KeyCorp,Banks - Regional,15.26B
KEYS,https://stockanalysis.com/stocks/keys/,"Keysight Technologies, Inc.",Scientific & Technical Instruments,27.54B
KFFB,https://stockanalysis.com/stocks/kffb/,Kentucky First Federal Bancorp,Banks - Regional,26.73M
KFRC,https://stockanalysis.com/stocks/kfrc/,Kforce Inc.,Staffing & Employment Services,1.20B
KFS,https://stockanalysis.com/stocks/kfs/,Kingsway Financial Services Inc.,Auto & Truck Dealerships,221.37M
KFY,https://stockanalysis.com/stocks/kfy/,Korn Ferry,Staffing & Employment Services,3.73B
KGC,https://stockanalysis.com/stocks/kgc/,Kinross Gold Corporation,Gold,11.54B
KGEI,https://stockanalysis.com/stocks/kgei/,Kolibri Global Energy Inc.,Oil & Gas Exploration & Production,111.11M
KGS,https://stockanalysis.com/stocks/kgs/,"Kodiak Gas Services, Inc.",Oil & Gas Equipment & Services,2.24B
KHC,https://stockanalysis.com/stocks/khc/,The Kraft Heinz Company,Packaged Foods,42.85B
KIDS,https://stockanalysis.com/stocks/kids/,OrthoPediatrics Corp.,Medical Devices,761.30M
KIM,https://stockanalysis.com/stocks/kim/,Kimco Realty Corporation,REIT - Retail,15.37B
KIND,https://stockanalysis.com/stocks/kind/,"Nextdoor Holdings, Inc.",Internet Content & Information,968.77M
KINS,https://stockanalysis.com/stocks/kins/,"Kingstone Companies, Inc.",Insurance - Property & Casualty,110.65M
KIRK,https://stockanalysis.com/stocks/kirk/,"Kirkland's, Inc.",Home Improvement Retail,20.21M
KITT,https://stockanalysis.com/stocks/kitt/,"Nauticus Robotics, Inc.",Aerospace & Defense,9.25M
KKR,https://stockanalysis.com/stocks/kkr/,KKR & Co. Inc.,Asset Management,105.39B
KLAC,https://stockanalysis.com/stocks/klac/,KLA Corporation,Semiconductor Equipment & Materials,111.19B
KLG,https://stockanalysis.com/stocks/klg/,WK Kellogg Co,Packaged Foods,1.52B
KLIC,https://stockanalysis.com/stocks/klic/,"Kulicke and Soffa Industries, Inc.",Semiconductor Equipment & Materials,2.39B
KLTR,https://stockanalysis.com/stocks/kltr/,"Kaltura, Inc.",Software - Application,183.26M
KLXE,https://stockanalysis.com/stocks/klxe/,"KLX Energy Services Holdings, Inc.",Oil & Gas Equipment & Services,118.73M
KMB,https://stockanalysis.com/stocks/kmb/,Kimberly-Clark Corporation,Household & Personal Products,48.70B
KMDA,https://stockanalysis.com/stocks/kmda/,Kamada Ltd.,Drug Manufacturers - Specialty & Generic,314.73M
KMI,https://stockanalysis.com/stocks/kmi/,"Kinder Morgan, Inc.",Oil & Gas Midstream,46.54B
KMPR,https://stockanalysis.com/stocks/kmpr/,Kemper Corporation,Insurance - Property & Casualty,3.97B
KMT,https://stockanalysis.com/stocks/kmt/,Kennametal Inc.,Tools & Accessories,1.97B
KMX,https://stockanalysis.com/stocks/kmx/,"CarMax, Inc.",Auto & Truck Dealerships,12.87B
KN,https://stockanalysis.com/stocks/kn/,Knowles Corporation,Electronic Components,1.59B
KNDI,https://stockanalysis.com/stocks/kndi/,"Kandi Technologies Group, Inc.",Auto Parts,151.13M
KNF,https://stockanalysis.com/stocks/knf/,Knife River Corporation,Building Materials,4.28B
KNOP,https://stockanalysis.com/stocks/knop/,KNOT Offshore Partners LP,Marine Shipping,241.77M
KNSA,https://stockanalysis.com/stocks/knsa/,"Kiniksa Pharmaceuticals International, plc",Drug Manufacturers - Specialty & Generic,1.88B
KNSL,https://stockanalysis.com/stocks/knsl/,"Kinsale Capital Group, Inc.",Insurance - Property & Casualty,11.16B
KNTK,https://stockanalysis.com/stocks/kntk/,Kinetik Holdings Inc.,Oil & Gas Midstream,2.55B
KNW,https://stockanalysis.com/stocks/knw/,"Know Labs, Inc.",Scientific & Technical Instruments,31.80M
KNX,https://stockanalysis.com/stocks/knx/,Knight-Swift Transportation Holdings Inc.,Trucking,8.73B
KO,https://stockanalysis.com/stocks/ko/,The Coca-Cola Company,Beverages - Non-Alcoholic,299.84B
KOD,https://stockanalysis.com/stocks/kod/,Kodiak Sciences Inc.,Biotechnology,146.44M
KODK,https://stockanalysis.com/stocks/kodk/,Eastman Kodak Company,Specialty Business Services,403.91M
KOF,https://stockanalysis.com/stocks/kof/,"Coca-Cola FEMSA, S.A.B. de C.V.",Beverages - Non-Alcoholic,18.53B
KOP,https://stockanalysis.com/stocks/kop/,Koppers Holdings Inc.,Specialty Chemicals,773.78M
KOPN,https://stockanalysis.com/stocks/kopn/,Kopin Corporation,Electronic Components,123.56M
KORE,https://stockanalysis.com/stocks/kore/,"KORE Group Holdings, Inc.",Telecom Services,45.41M
KOS,https://stockanalysis.com/stocks/kos/,Kosmos Energy Ltd.,Oil & Gas Exploration & Production,2.23B
KOSS,https://stockanalysis.com/stocks/koss/,Koss Corporation,Consumer Electronics,86.07M
KPLT,https://stockanalysis.com/stocks/kplt/,"Katapult Holdings, Inc.",Software - Infrastructure,47.65M
KPRX,https://stockanalysis.com/stocks/kprx/,"Kiora Pharmaceuticals, Inc.",Biotechnology,12.21M
KPTI,https://stockanalysis.com/stocks/kpti/,Karyopharm Therapeutics Inc.,Biotechnology,100.91M
KR,https://stockanalysis.com/stocks/kr/,The Kroger Co.,Grocery Stores,38.05B
KRC,https://stockanalysis.com/stocks/krc/,Kilroy Realty Corporation,REIT - Office,4.05B
KREF,https://stockanalysis.com/stocks/kref/,KKR Real Estate Finance Trust Inc.,REIT - Mortgage,780.00M
KRG,https://stockanalysis.com/stocks/krg/,Kite Realty Group Trust,REIT - Retail,5.57B
KRKR,https://stockanalysis.com/stocks/krkr/,36Kr Holdings Inc.,Internet Content & Information,10.11M
KRMD,https://stockanalysis.com/stocks/krmd/,"KORU Medical Systems, Inc.",Medical Instruments & Supplies,103.63M
KRNT,https://stockanalysis.com/stocks/krnt/,Kornit Digital Ltd.,Specialty Industrial Machinery,970.06M
KRNY,https://stockanalysis.com/stocks/krny/,Kearny Financial Corp.,Banks - Regional,395.78M
KRO,https://stockanalysis.com/stocks/kro/,"Kronos Worldwide, Inc.",Specialty Chemicals,1.32B
KRON,https://stockanalysis.com/stocks/kron/,"Kronos Bio, Inc.",Biotechnology,60.90M
KROS,https://stockanalysis.com/stocks/kros/,"Keros Therapeutics, Inc.",Biotechnology,1.76B
KRP,https://stockanalysis.com/stocks/krp/,"Kimbell Royalty Partners, LP",Oil & Gas Exploration & Production,1.28B
KRRO,https://stockanalysis.com/stocks/krro/,"Korro Bio, Inc.",Biotechnology,427.93M
KRT,https://stockanalysis.com/stocks/krt/,Karat Packaging Inc.,Packaging & Containers,509.77M
KRUS,https://stockanalysis.com/stocks/krus/,"Kura Sushi USA, Inc.",Restaurants,730.02M
KRYS,https://stockanalysis.com/stocks/krys/,"Krystal Biotech, Inc.",Biotechnology,5.79B
KSCP,https://stockanalysis.com/stocks/kscp/,"Knightscope, Inc.",Security & Protection Services,41.26M
KSPI,https://stockanalysis.com/stocks/kspi/,Joint Stock Company Kaspi.kz,Software - Infrastructure,24.15B
KSS,https://stockanalysis.com/stocks/kss/,Kohl's Corporation,Department Stores,2.17B
KT,https://stockanalysis.com/stocks/kt/,KT Corporation,Telecom Services,7.22B
